"","Placement","Player","Country","Points","Deck","tournament","Pokemon1","Pokemon2"
"5077",105,"Jim","Great Britain","21","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5078",106,"TDNmegane","Japan","21","Pikachu ex Raichu","ursiiday2","Pikachu ex","Raichu"
"5079",107,"Newmasaur","United States","21","Pikachu ex Zebstrika","ursiiday2","Pikachu ex","Zebstrika"
"5080",108,"akapelu","Great Britain","21","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5081",109,"MoFro","Unknown","18","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5082",110,"UItraVegito","Unknown","18","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5083",111,"YT_YoshGaming","Indonesia","18","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5084",112,"shazq","Poland","18","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5085",113,"Chrisotore8","Germany","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5086",114,"Azzareel","Unknown","18","Marowak ex Sandslash","ursiiday2","Marowak ex","Sandslash"
"5087",115,"Sushikraver","United States","18","Marowak ex Primeape","ursiiday2","Marowak ex","Primeape"
"5088",116,"VS","Indonesia","18","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5089",117,"Dyssant","Mexico","18","Marowak ex Sandslash","ursiiday2","Marowak ex","Sandslash"
"5090",118,"Cartman","Unknown","18","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5091",119,"Anomi","Unknown","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5092",120,"Danart","Spain","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5093",121,"NE","Unknown","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5094",122,"BringBack1996","United States","18","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5095",123,"Kurnia Indra","Indonesia","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5096",124,"Xeloo","Chile","18","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5097",125,"PHANTOM_14","Great Britain","18","Exeggutor ex Venusaur ex","ursiiday2","Exeggutor ex","Venusaur ex"
"5098",126,"Gity","France","18","Pikachu ex Electrode","ursiiday2","Pikachu ex","Electrode"
"5099",127,"Ruper","Spain","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5100",128,"Alejo S","Argentina","18","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5101",129,"JohnSubbi","Italy","18","Marowak ex Primeape","ursiiday2","Marowak ex","Primeape"
"5102",130,"ttvStrawhat","Unknown","18","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5103",131,"Peterolord","Unknown","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5104",132,"Guii","Brazil","18","Exeggutor ex Venusaur ex","ursiiday2","Exeggutor ex","Venusaur ex"
"5105",133,"Jeudy","United States","18","Pikachu ex Raichu","ursiiday2","Pikachu ex","Raichu"
"5106",134,"fazel","United States","18","Starmie ex Greninja","ursiiday2","Starmie ex","Greninja"
"5107",135,"Folka","Italy","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5108",136,"gat0","Spain","18","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5109",137,"MaximusAle","Brazil","18","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5110",138,"alejandritorneitos","Spain","18","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5111",139,"Bonez","Canada","18","Ninetales Rapidash","ursiiday2","Ninetales","Rapidash"
"5112",140,"Drayke","Brazil","18","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5113",141,"Abizard","Indonesia","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5114",142,"Raichuomega","Paraguay","18","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5115",143,"TheReaper_619","India","18","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5116",144,"정우 강","Korea","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5117",145,"XwiiT","Unknown","18","Exeggutor ex Alakazam","ursiiday2","Exeggutor ex","Alakazam"
"5118",146,"Minarin","Philippines","18","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5119",147,"Cello","Brazil","18","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5120",148,"LHh47","Mexico","18","Ninetales Rapidash","ursiiday2","Ninetales","Rapidash"
"5121",149,"Razu_zu","Canada","18","Wigglytuff ex Weezing","ursiiday2","Wigglytuff ex","Weezing"
"5122",150,"Sheedkash","United States","18","Pikachu ex Electrode","ursiiday2","Pikachu ex","Electrode"
"5123",151,"TheGodsEye","United States","18","Pikachu ex Raichu","ursiiday2","Pikachu ex","Raichu"
"5124",152,"Micka","Unknown","18","Pikachu ex Zebstrika","ursiiday2","Pikachu ex","Zebstrika"
"5125",153,"Brandovsk","Brazil","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5126",154,"Blak0u","Brazil","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5127",155,"Chikonina25","Italy","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5128",156,"Jade181324","United States","18","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5129",157,"MartimX10","Portugal","18","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5130",158,"waftage","Thailand","18","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5131",159,"Bolamon","Malaysia","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5132",160,"DrakoHel","Brazil","18","Pikachu ex Electrode","ursiiday2","Pikachu ex","Electrode"
"5133",161,"Sutton","Unknown","18","Dodrio Jolteon","ursiiday2","Dodrio","Jolteon"
"5134",162,"PeptoG","United States","18","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5135",163,"Supergodivan","Unknown","18","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5136",164,"leds","United States","18","Pikachu ex Raichu","ursiiday2","Pikachu ex","Raichu"
"5137",165,"Sho3320","Japan","18","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5138",166,"Gomttuk","Korea","18","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5139",167,"nxissimo","Spain","18","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5140",168,"HAN S","Korea","18","Pikachu ex Zebstrika","ursiiday2","Pikachu ex","Zebstrika"
"5141",169,"SleepyOnion","Spain","18","Gengar ex Gengar","ursiiday2","Gengar ex","Gengar"
"5142",170,"NikoAlexander","United States","18","Ninetales Rapidash","ursiiday2","Ninetales","Rapidash"
"5143",171,"AzeL","Indonesia","18","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5144",172,"SaltyLoser065","United States","18","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5145",173,"Channel_Chamisuru","Unknown","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5146",174,"Crucye","Canada","18","Arbok Pidgeot","ursiiday2","Arbok","Pidgeot"
"5147",175,"Ruberi22","Spain","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5148",176,"KhaZ_5","Spain","18","Articuno ex Frosmoth","ursiiday2","Articuno ex","Frosmoth"
"5149",177,"Senfapfel98","Germany","18","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5150",178,"coinflipking","Canada","18","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5151",179,"TwoKayPie","France","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5152",180,"meemz","Unknown","18","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5153",181,"Kichi","France","18","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5154",182,"Tefal","France","18","Arbok Weezing","ursiiday2","Arbok","Weezing"
"5155",183,"VentusLebrant","Chile","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5156",184,"cchan0728","Korea","18","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5157",185,"DT ","China","18","Machamp ex Onix","ursiiday2","Machamp ex","Onix"
"5158",186,"DanielOuteda","Spain","18","Venusaur ex Lilligant","ursiiday2","Venusaur ex","Lilligant"
"5159",187,"Gallant","Indonesia","18","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5160",188,"KuwabaraXL","Brazil","16","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5161",189,"ZZZ","Taiwan","16","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5162",190,"thrae","Czech Republic","15","Wigglytuff ex Weezing","ursiiday2","Wigglytuff ex","Weezing"
"5163",191,"valvind","Sweden","15","Marowak ex Golbat","ursiiday2","Marowak ex","Golbat"
"5164",192,"VRSancheti","India","15","Marowak ex Sandslash","ursiiday2","Marowak ex","Sandslash"
"5165",193,"Uzume","Hong Kong","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5166",194,"Maverick6744","United States","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5167",195,"Dragfall","Indonesia","15","Pikachu ex Electrode","ursiiday2","Pikachu ex","Electrode"
"5168",196,"kittentod","Indonesia","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5169",197,"Krohnos","United States","15","Marowak ex Sandslash","ursiiday2","Marowak ex","Sandslash"
"5170",198,"WanderingFlash","Australia","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5171",199,"bestpas","Thailand","15","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5172",200,"rckola","United States","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5173",201,"Kanowki","France","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5174",202,"manu1556","Unknown","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5175",203,"TheTritriTyrant","France","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5176",204,"crynimar","Brazil","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5177",205,"Livzzy","Indonesia","15","Pikachu ex Electrode","ursiiday2","Pikachu ex","Electrode"
"5178",206,"HooN","Korea","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5179",207,"DarkasakuraV9","Spain","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5180",208,"Kaywi21","Canada","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5181",209,"Novastence","Italy","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5182",210,"jreamx","United States","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5183",211,"Namco","Unknown","15","Arbok Weezing","ursiiday2","Arbok","Weezing"
"5184",212,"ffilo","Unknown","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5185",213,"Spiinner","United States","15","Exeggutor ex Beedrill","ursiiday2","Exeggutor ex","Beedrill"
"5186",214,"FaiLuomoFr","Italy","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5187",215,"FilvisMH","Italy","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5188",216,"Jeffrey M","Puerto Rico","15","Starmie ex Frosmoth","ursiiday2","Starmie ex","Frosmoth"
"5189",217,"행 운","Korea","15","Pikachu ex Zebstrika","ursiiday2","Pikachu ex","Zebstrika"
"5190",218,"JoeUX9","United States","15","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5191",219,"Abe","Spain","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5192",220,"MaquinaGLS","Brazil","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5193",221,"sopheon","Unknown","15","Arbok Weezing","ursiiday2","Arbok","Weezing"
"5194",222,"Adoleta","Brazil","15","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5195",223,"tetew","Unknown","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5196",224,"PsychoTropik","Chile","15","Muk Weezing","ursiiday2","Muk","Weezing"
"5197",225,"stirlingthunder","United States","15","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5198",226,"Pogue","Singapore","15","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5199",227,"Joseph C","United States","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5200",228,"Mozer","Brazil","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5201",229,"izana2547z","Thailand","15","Pikachu ex Electrode","ursiiday2","Pikachu ex","Electrode"
"5202",230,"epg_enry","Spain","15","Pikachu ex Electrode","ursiiday2","Pikachu ex","Electrode"
"5203",231,"BigB123","United States","15","Arbok Weezing","ursiiday2","Arbok","Weezing"
"5204",232,"Moker1","Canada","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5205",233,"SpartaPK","France","15","Hypno Melmetal","ursiiday2","Hypno","Melmetal"
"5206",234,"ventuswiingbladettv","United States","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5207",235,"Smoothie","Unknown","15","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5208",236,"Kelosaurus","Australia","15","Marowak ex Primeape","ursiiday2","Marowak ex","Primeape"
"5209",237,"pedrosantos","Brazil","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5210",238,"TaziGamer","Unknown","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5211",239,"cjxskull","Canada","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5212",240,"Androux","France","15","Muk Weezing","ursiiday2","Muk","Weezing"
"5213",241,"arajacha","Spain","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5214",242,"prayos","Philippines","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5215",243,"TrainerElias","Canada","15","Machamp ex Marowak ex","ursiiday2","Machamp ex","Marowak ex"
"5216",244,"Boonia3","Trinidad and Tobago","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5217",245,"Goose91","United States","15","Ninetales Rapidash","ursiiday2","Ninetales","Rapidash"
"5218",246,"SwansonSays","United States","15","Arbok Weezing","ursiiday2","Arbok","Weezing"
"5219",247,"Alytreta","Brazil","15","Marowak ex Primeape","ursiiday2","Marowak ex","Primeape"
"5220",248,"BigPlanet26","France","15","Pikachu ex Heliolisk","ursiiday2","Pikachu ex","Heliolisk"
"5221",249,"Calixe","France","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5222",250,"Yoonie","United States","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5223",251,"Azhell","France","15","Primeape","ursiiday2","Primeape","Primeape"
"5224",252,"ackerman","Unknown","15","Starmie ex Greninja","ursiiday2","Starmie ex","Greninja"
"5225",253,"Tellador","Brazil","15","Zapdos ex Pidgeot","ursiiday2","Zapdos ex","Pidgeot"
"5226",254,"Chriiiiistopher","Trinidad and Tobago","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5227",255,"seoneng","Korea","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5228",256,"SuL","Indonesia","15","Pikachu ex Raichu","ursiiday2","Pikachu ex","Raichu"
"5229",257,"glione","Brazil","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5230",258,"bhabha","Indonesia","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5231",259,"Prakash","Trinidad and Tobago","15","Lapras ex Greninja","ursiiday2","Lapras ex","Greninja"
"5232",260,"Darffan","Brazil","15","Pikachu ex Zebstrika","ursiiday2","Pikachu ex","Zebstrika"
"5233",261,"Sake","Canada","15","Venusaur ex Lilligant","ursiiday2","Venusaur ex","Lilligant"
"5234",262,"Feral96","Spain","15","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5235",263,"SungDae","Korea","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5236",264,"6SegarrosSage","Unknown","15","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5237",265,"Stoffies","Sweden","15","Pikachu ex Zebstrika","ursiiday2","Pikachu ex","Zebstrika"
"5238",266,"Stixxe","Unknown","15","Articuno ex","ursiiday2","Articuno","ex"
"5239",267,"ttvLyFeSnipa","Unknown","15","Marowak ex Primeape","ursiiday2","Marowak ex","Primeape"
"5240",268,"CTEM","Unknown","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5241",269,"zeroez","Thailand","15","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5242",270,"paanchooo","Unknown","15","Pikachu ex Zebstrika","ursiiday2","Pikachu ex","Zebstrika"
"5243",271,"Snowpoints","United States","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5244",272,"Gekacu","Colombia","15","Marowak ex Dugtrio","ursiiday2","Marowak ex","Dugtrio"
"5245",273,"K1zams","Brazil","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5246",274,"13thephantom","Unknown","15","Alakazam Gardevoir","ursiiday2","Alakazam","Gardevoir"
"5247",275,"LinkBloo","United States","15","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5248",276,"Math3euuss","Brazil","15","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5249",277,"Limit","Korea","13","Marowak ex Marowak","ursiiday2","Marowak ex","Marowak"
"5250",278,"Yunikin","Italy","12","Marowak ex Primeape","ursiiday2","Marowak ex","Primeape"
"5251",279,"Amthenew","Thailand","12","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5252",280,"Lulu","France","12","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5253",281,"pateke16","Mexico","12","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5254",282,"Kazuma","Indonesia","12","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5255",283,"Tenya","Taiwan","12","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5256",284,"MutantFreak","Spain","12","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5257",285,"poko0000","Taiwan","12","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5258",286,"Cloudam","Spain","12","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5259",287,"Gengar47","United States","12","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5260",288,"scammodrillo","Italy","12","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5261",289,"Koya","Japan","12","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5262",290,"tilti1","Brazil","12","Arbok Weezing","ursiiday2","Arbok","Weezing"
"5263",291,"Nikkiboy","United States","12","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5264",292,"Xapu69","Unknown","12","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5265",293,"JGS","Brazil","12","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5266",294,"Ghmp","Brazil","12","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5267",295,"Leoner","Unknown","12","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5268",296,"Lukeabbs","United States","12","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5269",297,"Sino_sawa","Japan","12","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5270",298,"soosh","Unknown","12","Starmie ex Greninja","ursiiday2","Starmie ex","Greninja"
"5271",299,"Hanzo","Thailand","12","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5272",300,"waffle0118","Unknown","12","Alakazam Greninja","ursiiday2","Alakazam","Greninja"
"5273",301,"kreusch","Mexico","12","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5274",302,"EDDY_LOKOBR","Brazil","12","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5275",303,"kcgb","United States","12","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5276",304,"Juniorfrmos","Brazil","12","Arbok Weezing","ursiiday2","Arbok","Weezing"
"5277",305,"bk7","Brazil","12","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5278",306,"SonicF","Colombia","12","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5279",307,"Valden","France","12","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5280",308,"Mi203","Austria","12","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5281",309,"olukq","Japan","12","Machamp ex","ursiiday2","Machamp","ex"
"5282",310,"ClasSICKK","United States","12","Exeggutor ex Victreebel","ursiiday2","Exeggutor ex","Victreebel"
"5283",311,"PHIS","Thailand","12","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5284",312,"jvluso","Unknown","12","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5285",313,"ouja","Unknown","12","Pikachu ex Raichu","ursiiday2","Pikachu ex","Raichu"
"5286",314,"DecaPod","Portugal","12","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5287",315,"Gerrycampo","Italy","12","Ninetales Rapidash","ursiiday2","Ninetales","Rapidash"
"5288",316,"Bheta51","Unknown","12","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5289",317,"Heppie","Indonesia","12","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5290",318,"BrunoMonkey","Brazil","12","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5291",319,"Fierus","Spain","12","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5292",320,"Reggo","Indonesia","12","Arbok Weezing","ursiiday2","Arbok","Weezing"
"5293",321,"sadclown","United States","12","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5294",322,"Vny","Brazil","12","Marowak ex Sandslash","ursiiday2","Marowak ex","Sandslash"
