"","Player","Round","Result","Opponent","PlayerDeck","OpponentDeck"
"6256","amko_ex",5,"LOSS","Akizul","Pikachu ex Zebstrika","Dragonite Weezing"
"6257","amko_ex",4,"LOSS","savg1000","Pikachu ex Zebstrika","Pikachu ex Zebstrika"
"6258","amko_ex",3,"WIN","Yesik","Pikachu ex Zebstrika","Mewtwo ex Gardevoir"
"6259","amko_ex",2,"LOSS","Alelu1234","Pikachu ex Zebstrika","Charizard ex Moltres ex"
"6260","amko_ex",1,"LOSS","infp0233","Pikachu ex Zebstrika","Pikachu ex Zapdos ex"
"6264","Yesik",7,"LOSS","Math3euuss","Mewtwo ex Gardevoir","Charizard ex Moltres ex"
"6268","Yesik",3,"LOSS","amko_ex","Mewtwo ex Gardevoir","Pikachu ex Zebstrika"
"6269","Yesik",2,"LOSS","climaxx123","Mewtwo ex Gardevoir","Pikachu ex Raichu"
"6270","Yesik",1,"LOSS","Frostynk","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6277","LocalJanitor",4,"LOSS","JuniorThePke","Ninetales Rapidash","Articuno ex"
"6278","LocalJanitor",3,"WIN","Jhoni","Ninetales Rapidash","Pikachu ex Zebstrika"
"6279","LocalJanitor",2,"LOSS","Rivi_game","Ninetales Rapidash","Pikachu ex Zapdos ex"
"6280","LocalJanitor",1,"LOSS","Nhuada","Ninetales Rapidash","Articuno ex Starmie ex"
"6286","samucosano",5,"LOSS","Nuggie_D","Charizard ex Moltres ex","Wigglytuff ex Tentacruel"
"6287","samucosano",4,"LOSS","Beater","Charizard ex Moltres ex","Pikachu ex Zapdos ex"
"6288","samucosano",3,"LOSS","scorpion11","Charizard ex Moltres ex","Starmie ex Articuno ex"
"6289","samucosano",2,"WIN","ContreraxD","Charizard ex Moltres ex","Venusaur ex Lilligant"
"6294","erikitoh",4,"LOSS","omorimaetel","Pikachu ex Zebstrika","Pikachu ex Raichu"
"6295","erikitoh",3,"LOSS","MetalMax","Pikachu ex Zebstrika","Charizard ex Moltres ex"
"6296","erikitoh",2,"LOSS","Arci","Pikachu ex Zebstrika","Marowak ex Dugtrio"
"6297","erikitoh",1,"WIN","Yuiitwitch","Pikachu ex Zebstrika","Dragonite Articuno"
"6304","HokageGrael",4,"LOSS","Mr_J","Mewtwo ex Gardevoir","Alakazam Greninja"
"6305","HokageGrael",3,"LOSS","HAN S","Mewtwo ex Gardevoir","Pikachu ex Zebstrika"
"6306","HokageGrael",2,"LOSS","Alperen Özdemir","Mewtwo ex Gardevoir","Dragonite Weezing"
"6307","HokageGrael",1,"WIN","iHobbit","Mewtwo ex Gardevoir","Dragonite Frosmoth"
"6314","SaaB",4,"LOSS","Sfluna","Ninetales Moltres ex","Dragonite Frosmoth"
"6315","SaaB",3,"LOSS","Ertrappola78","Ninetales Moltres ex","Arbok Weezing"
"6316","SaaB",2,"LOSS","refresh","Ninetales Moltres ex","Pikachu ex Zapdos ex"
"6317","SaaB",1,"WIN","Vialia38","Ninetales Moltres ex","Marowak ex Primeape"
"6322","YomiDee",6,"LOSS","CTEM","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"6324","YomiDee",4,"LOSS","Dhiaz","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"6325","YomiDee",3,"LOSS","Yain","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6326","YomiDee",2,"WIN","CorruptedData","Pikachu ex Zapdos ex","Zapdos ex Jolteon"
"6327","YomiDee",1,"LOSS","Hostile","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"6328","Smoeski",2,"LOSS","M4ni","Starmie ex Articuno ex","Mewtwo ex Gardevoir"
"6329","Smoeski",1,"WIN","sadxarif","Starmie ex Articuno ex","Charizard ex Moltres ex"
"6336","Yovman",4,"LOSS","luizysbb","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6337","Yovman",3,"LOSS","qusofia1233","Pikachu ex Zapdos ex","Moltres ex Centiskorch"
"6338","Yovman",2,"WIN","KAT_Dizzy","Pikachu ex Zapdos ex","Starmie ex Articuno ex"
"6339","Yovman",1,"LOSS","Lucien .SotoLamongan","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6340","Fauros",4,"LOSS","skateman222 ","Dragonite Weezing","Pikachu ex Zapdos ex"
"6341","Fauros",3,"WIN","Savchikkzz","Dragonite Weezing","Pikachu ex Zapdos ex"
"6342","Fauros",2,"LOSS","HERNANSKY","Dragonite Weezing","Dragonite Kangaskhan"
"6343","Fauros",1,"LOSS","TTVGorgXD","Dragonite Weezing","Charizard ex Moltres ex"
"6345","Binbay",9,"WIN","Fndsam007","Ninetales Rapidash","Gardevoir Mewtwo ex"
"6351","Binbay",3,"LOSS","Doffy TCG","Ninetales Rapidash","Charizard ex Moltres ex"
"6352","Binbay",2,"LOSS","PrinceDillon","Ninetales Rapidash","Pikachu ex Zapdos ex"
"6354","Venify",2,"LOSS","likeollywithab","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6355","Venify",1,"WIN","Brandonheat666","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"6356","YoBoyRona",2,"WIN","Noah Lee","Pikachu ex Electrode","Marowak ex Sandslash"
"6357","YoBoyRona",1,"LOSS","mizu27","Pikachu ex Electrode","Marowak ex Golbat"
"6358","wittawin",2,"WIN","keonkeon01","Starmie ex Greninja","Starmie ex Greninja"
"6359","wittawin",1,"LOSS","MrRishi","Starmie ex Greninja","Starmie ex Greninja"
"6360","Vinicin",2,"WIN","Codicia21","Pikachu ex Electrode","Mewtwo ex Gardevoir"
"6361","Vinicin",1,"LOSS","Myungjoon Kim","Pikachu ex Electrode","Mewtwo ex Gardevoir"
"6362","padoruxd",3,"WIN","JudgeHolden","Blastoise ex Greninja","Pikachu ex Zapdos ex"
"6365","mium3",1,"LOSS","Enel","Venusaur ex","Mewtwo ex Gardevoir"
"6366","Charmee",1,"LOSS","ichi_p","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6367","Ayeeezy",1,"LOSS","RealAsMike","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6368","Bakug0",2,"LOSS","crunchy","Wigglytuff ex Weezing","Pikachu ex Zapdos ex"
"6369","Bakug0",1,"LOSS","locowaffl3","Wigglytuff ex Weezing","Mewtwo ex Gardevoir"
"6370","Giriboy",1,"LOSS","Joseph C","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6371","zero11",1,"LOSS","Jano","Marowak ex Primeape","Pikachu ex Zapdos ex"
"6372","DeevFactor",1,"LOSS","Comatosis","Pikachu ex Electrode","Mewtwo ex Gardevoir"
"6373","Heyoka",1,"LOSS","Marc19","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6374","thatguyinabeanie",2,"LOSS","KoNoRd","Pikachu ex Zapdos ex","Pikachu ex Electrode"
"6375","thatguyinabeanie",1,"LOSS","Mi203","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6376","rissa",1,"LOSS","YT_YoshGaming","Articuno ex Frosmoth","Pikachu ex Zapdos ex"
"6377","Acemushroom",1,"LOSS","Danart","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"6378","Tigerbladedn",1,"LOSS","soosh","Ninetales Rapidash","Starmie ex Greninja"
"6379","felipescid",1,"LOSS","Chip Richey","Ninetales Rapidash","Mewtwo ex Gardevoir"
"6380","xochibun",1,"LOSS","G3TR1Gh7","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6381","rpjoca",2,"LOSS","RayIgnistar","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6383","BeoFFT",1,"LOSS","Cornflex","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6384","Scudss",2,"LOSS","shinon521","Starmie ex Articuno ex","Venusaur ex Exeggutor ex"
"6386","UnluckyDuck",2,"LOSS","gyujin","Blastoise ex Lapras ex","Mewtwo ex Gardevoir"
"6387","UnluckyDuck",1,"LOSS","bzkfoox","Blastoise ex Lapras ex","Pikachu ex Zapdos ex"
"6388","Teak",2,"LOSS","KuwabaraXL","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6389","Teak",1,"LOSS","Brunocarmona","Pikachu ex Zapdos ex","Pikachu ex Zebstrika"
"6390","tunihorn",2,"LOSS","Izaya","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"6391","tunihorn",1,"LOSS","kazma","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"6392","PkmnTrainerJoey",3,"LOSS","shimobr","Mewtwo ex Gardevoir","Charizard ex Moltres ex"
"6393","PkmnTrainerJoey",2,"LOSS","KaptKerr","Mewtwo ex Gardevoir","Ninetales Rapidash"
"6394","PkmnTrainerJoey",1,"LOSS","comatthew6","Mewtwo ex Gardevoir","Starmie ex Articuno ex"
"6395","Jirawat S",1,"LOSS","Spiinner","Pikachu ex Zapdos ex","Exeggutor ex Beedrill"
"6396","mrbradi",2,"LOSS","ElwhydeParaguay","Pikachu ex Zapdos ex","Starmie ex Lapras ex"
"6397","mrbradi",1,"LOSS","Cartman","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"6398","Scrach",2,"LOSS","barbosaa3","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"6399","Scrach",1,"LOSS","yodada30","Mewtwo ex Gardevoir","Arbok Weezing"
"6400","LastMoney",2,"LOSS","Mozer","Alakazam Hypno","Mewtwo ex Gardevoir"
"6401","LastMoney",1,"LOSS","Raichuomega","Alakazam Hypno","Starmie ex Articuno ex"
"6402","chris89",1,"LOSS","gat0","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6403","Netz",2,"LOSS","VULKAN","Marowak ex Primeape","Blastoise ex Tentacruel"
"6404","Netz",1,"LOSS","jh0630","Marowak ex Primeape","Exeggutor ex Victreebel"
"6405","IHaeTypos",2,"LOSS","Sheedkash","Arbok Weezing","Pikachu ex Electrode"
"6407","Niroku",3,"LOSS","Jack B","Lapras ex Articuno ex","Ninetales Rapidash"
"6408","Niroku",2,"LOSS","greenphyrexia","Lapras ex Articuno ex","Marowak ex Primeape"
"6409","Niroku",1,"LOSS","Hayato","Lapras ex Articuno ex","Pikachu ex Zapdos ex"
"6410","PakBas",1,"LOSS","qre","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"6411","keropon",1,"LOSS","volinator","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"6412","Suyz",1,"LOSS","rean2019","Pikachu ex Raichu","Mewtwo ex Gardevoir"
"6413","maims123",2,"LOSS","PeptoG","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6415","Chris Stotts",1,"LOSS","RuthlessRedge","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"6416","rikkunnjp",1,"LOSS","Bombo","Mewtwo ex Gardevoir","Pikachu ex Zebstrika"
"6417","Pyratheon",2,"LOSS","AzeL","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6418","Pyratheon",1,"LOSS","ClasSICKK","Pikachu ex Zapdos ex","Exeggutor ex Victreebel"
"6419","nader .",2,"LOSS","Tawmpy","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"6420","nader .",1,"LOSS","spamandrice","Mewtwo ex Gardevoir","Ninetales Rapidash"
"6421","Alecterior",2,"LOSS","bhabha","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6422","Alecterior",1,"LOSS","LaDji","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"6423","BigBoySnap",1,"LOSS","Sino_sawa","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6424","Manji",2,"LOSS","JIREN","Pikachu ex Zebstrika","Pikachu ex Electrode"
"6425","Manji",1,"LOSS","Koya","Pikachu ex Zebstrika","Charizard ex Moltres ex"
"6426","gomess",1,"LOSS","Urikus","Mewtwo ex Gardevoir","Charizard ex Moltres ex"
"6427","MonkeyKingHero",1,"LOSS","chrisotore2","Pikachu ex Zapdos ex","Pikachu ex Electrode"
"6428","mdartagnan",2,"LOSS","FlyAsAFlygon","Zapdos ex Zebstrika","Pikachu ex Zapdos ex"
"6429","mdartagnan",1,"LOSS","LaGuigz","Zapdos ex Zebstrika","Pikachu ex Zapdos ex"
"6430","Matias Morgado",3,"LOSS","Gomez02","Pikachu ex Zebstrika","Mewtwo ex Gardevoir"
"6431","Matias Morgado",2,"LOSS","BringBack1996","Pikachu ex Zebstrika","Charizard ex Moltres ex"
"6432","Matias Morgado",1,"LOSS","Ignacio Oyarzún A.","Pikachu ex Zebstrika","Marowak ex Pidgeot"
"6433","BORY1",3,"LOSS","Ralpherinos","Charizard ex Moltres ex","Mewtwo ex Gardevoir"
"6434","BORY1",2,"LOSS","Penelas_ow","Charizard ex Moltres ex","Mewtwo ex Gardevoir"
"6435","BORY1",1,"LOSS","XwiiT","Charizard ex Moltres ex","Exeggutor ex Alakazam"
"6436","pabloo30",3,"LOSS","Alytreta","Venusaur ex Lilligant","Marowak ex Primeape"
"6437","pabloo30",2,"LOSS","MoonDragon","Venusaur ex Lilligant","Mewtwo ex Gardevoir"
"6438","pabloo30",1,"LOSS","NinoEx","Venusaur ex Lilligant","Mewtwo ex Gardevoir"
"6439","MindgamesTCG",2,"LOSS","Abizard","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"6440","MindgamesTCG",1,"LOSS","Maverick6744","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"6441","apenasjoao",2,"LOSS","Shirotori","Pikachu ex Zapdos ex","Moltres ex Ninetales"
"6442","apenasjoao",1,"LOSS","nandosgude","Pikachu ex Zapdos ex","Marowak ex Sandslash"
"6443","AaronFreckz",2,"LOSS","knullified","Zapdos ex Pikachu ex","Alakazam Weezing"
"6444","AaronFreckz",1,"LOSS","waftage","Zapdos ex Pikachu ex","Charizard ex Moltres ex"
"6445","ViperPro",3,"LOSS","Ch3ckmate","Venusaur ex Exeggutor ex","Charizard ex Moltres ex"
"6446","ViperPro",2,"LOSS","ponni318","Venusaur ex Exeggutor ex","Mewtwo ex Gardevoir"
"6447","ViperPro",1,"LOSS","ItsMik3yTime","Venusaur ex Exeggutor ex","Charizard ex Moltres ex"
"6448","chicknnn",3,"LOSS","Gallant","Ninetales Rapidash","Mewtwo ex Gardevoir"
"6449","chicknnn",2,"LOSS","SushiBurrito","Ninetales Rapidash","Mewtwo ex Gardevoir"
"6450","chicknnn",1,"LOSS","novit","Ninetales Rapidash","Pikachu ex Zapdos ex"
"6451","ACurry",2,"LOSS","MongaZone","Exeggutor ex Greninja","Lapras ex Articuno ex"
"6452","ACurry",1,"LOSS","tetew","Exeggutor ex Greninja","Pikachu ex Zapdos ex"
"6453","juba",2,"LOSS","scorpion11","Pikachu ex Zapdos ex","Starmie ex Articuno ex"
"6454","juba",1,"LOSS","glione","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6455","Darkar",2,"LOSS","Francisco Rodriguez Perez","Dragonite Frosmoth","Pikachu ex Zapdos ex"
"6456","Darkar",1,"LOSS","TrainerElias","Dragonite Frosmoth","Machamp ex Marowak ex"
"6457","Poliser",2,"LOSS","Skorme","Pikachu ex Zapdos ex","Pikachu ex Zebstrika"
"6458","Poliser",1,"LOSS","Lobocword2","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6459","macro",2,"LOSS","himazin","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6460","macro",1,"LOSS","Omniceph","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"6461","juanpe147",2,"LOSS","Lunedo","Venusaur ex Exeggutor","Mewtwo ex Gardevoir"
"6462","juanpe147",1,"LOSS","Newmasaur","Venusaur ex Exeggutor","Pikachu ex Zebstrika"
"6463","nivde",2,"LOSS","Ruberi22","Pikachu ex Electrode","Mewtwo ex Gardevoir"
"6464","nivde",1,"LOSS","figoahmad","Pikachu ex Electrode","Mewtwo ex Gardevoir"
"6465","Ninel",3,"LOSS","akapelu","Arbok Weezing","Pikachu ex Zapdos ex"
"6466","Ninel",2,"LOSS","ttvLyFeSnipa","Arbok Weezing","Marowak ex Primeape"
"6467","Ninel",1,"LOSS","Himemiya","Arbok Weezing","Pikachu ex Zapdos ex"
"6468","Matthew S",1,"LOSS","MinatoRJ","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"6469","tiggischiggy",2,"LOSS","poko0000","Exeggutor ex Farfetch'd","Mewtwo ex Gardevoir"
"6470","tiggischiggy",1,"LOSS","healer04z","Exeggutor ex Farfetch'd","Mewtwo ex Gardevoir"
"6471","Xec",2,"LOSS","Nagathor","Alakazam Weezing","Arbok Weezing"
"6473","clbb12345",1,"LOSS","Swimy","Greninja Weezing","Pikachu ex Zapdos ex"
"6474","Croxaki",2,"LOSS","Bodaum22","Kabutops Kangaskhan","Sandslash Primeape"
"6475","Croxaki",1,"LOSS","Disdai","Kabutops Kangaskhan","Pikachu ex Zapdos ex"
"6476","chrixd",3,"LOSS","TwoKayPie","Blastoise ex Meowth","Mewtwo ex Gardevoir"
"6477","chrixd",2,"LOSS","mochkro","Blastoise ex Meowth","Pikachu ex Zapdos ex"
"6478","chrixd",1,"LOSS","BrunoMonkey","Blastoise ex Meowth","Pikachu ex Zapdos ex"
"6479","Conan1222",1,"LOSS","minsu","Mewtwo ex Gardevoir","Mewtwo ex Hypno"
"6480","Tauhjai49",1,"LOSS","Rulacio","Gardevoir Mewtwo ex","Charizard ex Moltres ex"
"6481","kingiocs",1,"LOSS","kim","Mewtwo ex Gardevoir","Arbok Weezing"
"6482","3dRes",1,"LOSS","Snowpoints","Machamp ex Onix","Mewtwo ex Gardevoir"
"6483","copperpot13",1,"LOSS","joek0","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6484","redflip",2,"LOSS","prize","Lapras ex Articuno ex","Starmie ex Articuno ex"
"6485","redflip",1,"LOSS","manu1556","Lapras ex Articuno ex","Pikachu ex Zapdos ex"
"6486","Gabb",2,"LOSS","koji_pkpk","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6487","Gabb",1,"LOSS","Kaamix","Mewtwo ex Gardevoir","Charizard ex Moltres ex"
"6488","Wolf_0",2,"LOSS","Soul92","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"6489","Wolf_0",1,"LOSS","Inazashi","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6490","Tobimaro",2,"LOSS","Dicy","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"6491","Tobimaro",1,"LOSS","TDNmegane","Pikachu ex Zapdos ex","Pikachu ex Raichu"
"6493","Uzura",2,"LOSS","Reggo","Pikachu ex Zapdos ex","Arbok Weezing"
"6494","Uzura",1,"LOSS","olukq","Pikachu ex Zapdos ex","Machamp ex"
"6495","Jessen Haliem",2,"LOSS","windupbirdMitya","Pikachu ex Zapdos ex","Machamp ex Marowak ex"
"6496","Jessen Haliem",1,"LOSS","Random","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6497","Yuiitwitch",2,"LOSS","Gomttuk","Dragonite Articuno","Pikachu ex Zapdos ex"
"6498","Yuiitwitch",1,"LOSS","erikitoh","Dragonite Articuno","Pikachu ex Zebstrika"
"6499","Hermes",2,"LOSS","Heppie","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"6500","Hermes",1,"LOSS","t1al","Mewtwo ex Gardevoir","Articuno ex"
"6501","eTToRe04",2,"LOSS","BigPlanet26","Mewtwo ex Gardevoir","Pikachu ex Heliolisk"
"6502","eTToRe04",1,"LOSS","skateman222 ","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6503","Adan13",1,"LOSS","Leoner","Exeggutor ex Butterfree","Pikachu ex Zapdos ex"
"6504","CorruptedData",3,"LOSS","Sarinha","Zapdos ex Jolteon","Mewtwo ex Gardevoir"
"6505","CorruptedData",2,"LOSS","YomiDee","Zapdos ex Jolteon","Pikachu ex Zapdos ex"
"6506","CorruptedData",1,"LOSS","Brandovsk","Zapdos ex Jolteon","Mewtwo ex Gardevoir"
"6507","Mossumami",1,"LOSS","HoneybadgerV8","Bisharp Melmetal","Mewtwo ex Gardevoir"
"6508","FallingtoVoid",2,"LOSS","KyluKz","Electrode Pikachu ex","Mewtwo ex Gardevoir"
"6509","FallingtoVoid",1,"LOSS","Supergodivan","Electrode Pikachu ex","Charizard ex Moltres ex"
"6510","SnazzyRedd",2,"LOSS","Traga","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6511","SnazzyRedd",1,"LOSS","Riolucario","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"6512","antarcticiteboy",2,"LOSS","Botijo","Venusaur ex Exeggutor ex","Pikachu ex Raichu"
"6513","antarcticiteboy",1,"LOSS","Bintangbww","Venusaur ex Exeggutor ex","Pikachu ex Electrode"
"6514","Lloda",2,"LOSS","Moker1","Pikachu ex Zebstrika","Mewtwo ex Gardevoir"
"6515","Lloda",1,"LOSS","LifeisVasco","Pikachu ex Zebstrika","Mewtwo ex Gardevoir"
"6516","Argonaut0110",2,"LOSS","anarogu","Butterfree Exeggutor ex","Marowak ex Sandslash"
"6517","Argonaut0110",1,"LOSS","Claire","Butterfree Exeggutor ex","Machamp ex Marowak ex"
"6518","Noah Lee",2,"LOSS","YoBoyRona","Marowak ex Sandslash","Pikachu ex Electrode"
"6519","Noah Lee",1,"LOSS","Kenz","Marowak ex Sandslash","Pikachu ex Zapdos ex"
"6520","Black07",3,"LOSS","gorani","Starmie ex Articuno ex","Alakazam Clefable"
"6521","Black07",2,"LOSS","morgen","Starmie ex Articuno ex","Pikachu ex Zapdos ex"
"6522","Black07",1,"LOSS","onpufishmode","Starmie ex Articuno ex","Wigglytuff ex Weezing"
"6523","Falkyria",3,"LOSS","Tromboneta","Pikachu ex Zapdos ex","Venusaur ex Exeggutor ex"
"6524","Falkyria",2,"LOSS","Alexmarket","Pikachu ex Zapdos ex","Pikachu ex Electrode"
"6525","Falkyria",1,"LOSS","Levi00","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"6526","Neutranika",2,"LOSS","PaTiiiKz","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"6527","Neutranika",1,"LOSS","sLieR","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"6528","click1014",1,"LOSS","BrandonHeat","Mewtwo ex Gardevoir","Venusaur ex Lilligant"
"6529","RogueKingXI",1,"LOSS","Darth_Mors","Mewtwo ex Gardevoir","Charizard ex Moltres ex"
"6530","MING_G",2,"LOSS","Yiaannn","Ninetales Rapidash","Pikachu ex Electrode"
"6531","MING_G",1,"LOSS","Gh0ulface","Ninetales Rapidash","Pikachu ex Zebstrika"
"6535","Curupira",4,"LOSS","Nuggie_D","Pikachu ex Zapdos ex","Wigglytuff ex Tentacruel"
"6536","Curupira",3,"LOSS","SADITH","Pikachu ex Zapdos ex","Starmie ex Mienshao"
"6537","Curupira",2,"LOSS","TeapotJim","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6538","Curupira",1,"LOSS","olieeeeeeeeev","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"6539","NLC",2,"LOSS","Mariolone","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6540","NLC",1,"LOSS","Soulman_EXE","Mewtwo ex Gardevoir","Greninja Weezing"
"6541","Bathtub ",3,"LOSS","Jinhiko","Articuno ex Starmie ex","Mewtwo ex Gardevoir"
"6542","Bathtub ",2,"LOSS","Enfurno","Articuno ex Starmie ex","Pikachu ex Electrode"
"6543","Bathtub ",1,"LOSS","Cidre","Articuno ex Starmie ex","Pikachu ex Zapdos ex"
"6544","ssmt",3,"LOSS","Helzen","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"6545","ssmt",2,"LOSS","luizysbb","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6546","ssmt",1,"LOSS","bori","Mewtwo ex Gardevoir","Ninetales Rapidash"
"6547","Seaharg",1,"LOSS","Firsty","Charizard ex Moltres ex","Mewtwo ex Gardevoir"
"6548","Brandonheat666",2,"LOSS","Akeras","Mewtwo ex Gardevoir","Arbok Weezing"
"6549","Brandonheat666",1,"LOSS","Venify","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6550","CDCe",2,"LOSS","PhilipeJoon","Marowak ex Golbat","Sandslash Primeape"
"6551","CDCe",1,"LOSS","hrsnfbrn","Marowak ex Golbat","Pikachu ex Zapdos ex"
"6552","KaynEterno",3,"LOSS","coinflipking","Greninja Starmie ex","Starmie ex Articuno ex"
"6553","KaynEterno",2,"LOSS","CMGato","Greninja Starmie ex","Marowak ex Sandslash"
"6554","KaynEterno",1,"LOSS","BuraKaii","Greninja Starmie ex","Pikachu ex Zebstrika"
"6562","m2xtown007",3,"LOSS","cchan0728","Alakazam Jynx","Starmie ex Articuno ex"
"6563","m2xtown007",2,"LOSS","seraru","Alakazam Jynx","Arbok Weezing"
"6564","m2xtown007",1,"LOSS","NikoAlexander","Alakazam Jynx","Ninetales Rapidash"
"6571","Jotapee",4,"LOSS","Tellador","Pikachu ex Zapdos ex","Zapdos ex Pidgeot"
"6572","Jotapee",3,"LOSS","rijal","Pikachu ex Zapdos ex","Sandslash Primeape"
"6573","Jotapee",2,"LOSS","jreamx","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"6574","Jotapee",1,"LOSS","Poloremplo","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6575","Polygondx",3,"LOSS","Caaethil","Pikachu ex Zebstrika","Pikachu ex Zapdos ex"
"6576","Polygondx",2,"LOSS","Robyn","Pikachu ex Zebstrika","Machamp ex Marowak ex"
"6577","Polygondx",1,"LOSS","sahbrant1","Pikachu ex Zebstrika","Arbok Weezing"
"6585","Palkia_The_Spacer",3,"LOSS","Demia","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"6586","Palkia_The_Spacer",2,"LOSS","Zodiark","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6587","Palkia_The_Spacer",1,"LOSS","Numatinale","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"6595","sssnivy",3,"LOSS","arajacha","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"6596","sssnivy",2,"LOSS","Nikozzz88","Mewtwo ex Gardevoir","Venusaur ex Exeggutor"
"6597","sssnivy",1,"LOSS","Froo","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6598","iRizz",2,"LOSS","Yain","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6599","iRizz",1,"LOSS","asd9424","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"6607","Josefdez",3,"LOSS","Rahul","Pikachu ex Zapdos ex","Venusaur ex Lilligant"
"6608","Josefdez",2,"LOSS","HAN S","Pikachu ex Zapdos ex","Pikachu ex Zebstrika"
"6609","Josefdez",1,"LOSS","MaesWins","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6617","BruGno",3,"LOSS","Tuajedka","Pikachu ex Zapdos ex","Marowak ex Golbat"
"6618","BruGno",2,"LOSS","Drayke","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6619","BruGno",1,"LOSS","Kensuke H","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"6625","michvel",5,"LOSS","H1TX","Eelektross Pikachu ex","Alakazam Greninja"
"6627","michvel",3,"LOSS","gustavo01gk","Eelektross Pikachu ex","Machamp ex Primeape"
"6628","michvel",2,"LOSS","Lukse","Eelektross Pikachu ex","Mewtwo ex Gardevoir"
"6629","michvel",1,"LOSS","nothingbutbangers","Eelektross Pikachu ex","Venusaur ex Exeggutor ex"
